Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,Attrition
49,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,D,C,Divorced,19502,Yes,31,C,31,9,0,9,18,No
24,Travel_Rarely,Research & Development,Medical,B,Male,D,A,D,Married,2725,Yes,6,C,6,5,1,4,23,No
26,Travel_Rarely,Sales,Marketing,A,Male,C,B,B,Married,6272,No,6,D,5,3,1,4,28,No
24,Travel_Rarely,Research & Development,Other,D,Male,B,A,B,Married,2127,No,1,C,1,0,0,0,17,No
50,Travel_Frequently,Human Resources,Medical,A,Male,C,D,B,Married,18200,No,32,C,32,5,10,7,3,No
25,Travel_Rarely,Sales,Medical,B,Male,C,A,C,Married,2096,No,7,C,7,4,0,6,13,No
24,Travel_Frequently,Research & Development,Life Sciences,A,Female,C,A,C,Married,2886,Yes,6,C,6,3,1,2,7,Yes
30,Travel_Frequently,Sales,Life Sciences,B,Male,B,A,A,Married,2033,No,1,D,1,0,0,0,12,Yes
34,Travel_Rarely,Research & Development,Life Sciences,B,Male,B,A,D,Married,3622,Yes,6,C,6,5,1,3,1,No
31,Travel_Rarely,Sales,Medical,B,Male,C,B,A,Divorced,4233,No,9,A,3,1,1,2,13,Yes
35,Travel_Rarely,Research & Development,Other,A,Male,B,B,D,Single,3681,No,9,C,3,2,0,2,25,No
31,Travel_Rarely,Sales,Medical,A,Male,D,B,D,Divorced,5460,No,13,D,7,7,5,7,6,No
27,Travel_Rarely,Research & Development,Medical,A,Female,B,A,C,Divorced,2187,No,6,B,5,3,0,3,6,No
37,Travel_Rarely,Sales,Marketing,D,Male,C,B,C,Married,9602,Yes,17,B,3,0,1,0,2,No
20,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,A,B,Single,2836,No,1,D,1,0,0,0,1,No
42,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,B,D,Married,4089,No,10,C,10,2,2,2,2,No
43,Travel_Rarely,Research & Development,Other,B,Male,B,D,D,Divorced,16627,Yes,21,B,1,0,0,0,6,No
38,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,A,A,Single,2619,No,8,B,0,0,0,0,1,No
43,Travel_Frequently,Research & Development,Medical,D,Male,C,B,C,Divorced,5679,Yes,10,C,8,7,4,7,9,No
48,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,D,A,Married,15402,No,21,A,3,2,0,2,1,No
44,Travel_Rarely,Human Resources,Life Sciences,A,Female,B,B,C,Single,5985,No,10,D,2,2,0,2,1,No
34,Travel_Rarely,Sales,Technical Degree,C,Female,C,A,C,Divorced,2579,Yes,8,C,8,2,0,6,14,No
27,Travel_Rarely,Sales,Marketing,C,Male,C,A,A,Divorced,3041,No,5,C,4,3,0,2,2,Yes
21,Travel_Rarely,Sales,Technical Degree,C,Male,C,A,C,Single,3447,No,3,C,3,2,1,2,22,No
44,Travel_Rarely,Research & Development,Other,D,Male,C,D,D,Married,19513,Yes,26,D,2,2,0,1,3,No
22,Travel_Rarely,Research & Development,Medical,A,Male,C,A,C,Married,2773,No,3,C,2,2,2,2,6,No
33,Travel_Rarely,Sales,Marketing,C,Male,C,B,C,Divorced,7104,No,6,C,5,0,1,2,8,No
32,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,B,D,Married,6322,Yes,6,B,6,4,0,5,9,No
30,Travel_Frequently,Research & Development,Medical,C,Female,C,A,C,Divorced,2083,No,1,C,1,0,0,0,3,No
53,Travel_Rarely,Sales,Medical,D,Female,C,B,A,Single,8381,No,18,D,14,7,8,10,1,No
34,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,A,D,Married,2691,No,10,B,10,9,8,8,1,No
45,Travel_Frequently,Sales,Life Sciences,A,Female,C,B,A,Married,4286,No,5,C,1,1,0,0,26,Yes
26,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,A,D,Married,2659,Yes,3,C,3,2,0,2,6,No
37,Travel_Rarely,Research & Development,Other,C,Male,C,C,C,Married,9434,No,10,C,10,7,7,8,3,No
29,Travel_Rarely,Sales,Medical,B,Female,C,B,C,Married,5561,No,6,B,6,0,1,2,3,No
35,Travel_Rarely,Research & Development,Life Sciences,B,Male,A,B,D,Single,6646,No,17,C,17,11,11,8,6,No
33,Travel_Frequently,Research & Development,Life Sciences,C,Male,C,B,D,Divorced,7725,No,15,A,13,11,4,7,6,No
54,Travel_Rarely,Human Resources,Medical,C,Male,C,C,B,Married,10725,No,16,D,9,7,7,1,19,No
36,Travel_Rarely,Research & Development,Medical,B,Male,B,B,B,Divorced,8847,Yes,13,C,3,2,0,2,9,No
27,Travel_Rarely,Research & Development,Medical,A,Male,B,A,D,Single,2045,No,5,C,4,2,1,1,3,No
20,Travel_Rarely,Research & Development,Medical,D,Male,C,A,C,Single,1009,Yes,1,C,1,0,1,1,10,Yes
33,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,A,A,Single,3348,Yes,10,C,10,8,9,7,3,Yes
35,Non-Travel,Research & Development,Life Sciences,C,Male,B,A,C,Married,1281,No,1,C,1,0,0,0,3,No
23,Travel_Rarely,Research & Development,Medical,A,Male,D,A,A,Married,2819,No,5,D,3,2,0,2,4,No
25,Travel_Rarely,Sales,Life Sciences,D,Male,D,B,B,Married,4851,No,4,C,3,2,1,2,8,No
38,Travel_Rarely,Sales,Marketing,D,Female,B,B,D,Single,4028,No,8,C,7,7,0,5,7,No
29,Travel_Frequently,Research & Development,Life Sciences,B,Male,A,A,D,Divorced,2720,No,10,C,10,7,2,8,1,No
48,Travel_Rarely,Sales,Marketing,B,Male,D,B,B,Married,8120,No,12,C,2,2,2,2,2,No
27,Travel_Frequently,Sales,Medical,D,Female,D,B,D,Divorced,4647,Yes,6,C,6,5,0,4,3,No
37,Travel_Rarely,Research & Development,Life Sciences,D,Male,D,A,D,Single,4680,No,4,C,1,0,0,0,10,No
50,Travel_Rarely,Research & Development,Medical,D,Male,D,A,C,Married,3221,Yes,20,C,20,8,3,8,28,No
34,Travel_Rarely,Research & Development,Medical,D,Female,B,C,B,Single,8621,No,9,D,8,7,7,7,9,No
24,Travel_Rarely,Sales,Life Sciences,A,Female,C,B,C,Single,4577,No,4,C,2,2,2,0,3,Yes
39,Travel_Rarely,Research & Development,Technical Degree,D,Female,B,B,C,Single,4553,No,20,C,20,7,11,10,2,No
32,Travel_Rarely,Sales,Marketing,D,Male,C,B,D,Single,5396,No,10,B,10,7,0,8,10,No
50,Travel_Frequently,Sales,Technical Degree,B,Male,C,B,C,Married,6796,Yes,18,C,4,3,1,3,8,Yes
38,Travel_Rarely,Research & Development,Life Sciences,B,Female,D,B,D,Single,7625,No,10,B,9,7,1,8,1,No
27,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,C,A,Married,7412,No,9,C,9,7,0,7,1,No
32,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,C,D,Single,11159,No,10,C,7,7,7,7,3,No
47,Travel_Rarely,Sales,Marketing,D,Male,C,B,A,Single,4960,No,20,C,7,7,1,7,14,No
40,Travel_Frequently,Sales,Life Sciences,D,Male,B,C,A,Married,10475,Yes,20,C,18,13,1,12,5,No
53,Travel_Rarely,Research & Development,Life Sciences,C,Male,D,D,C,Married,14814,No,32,C,5,1,1,3,7,No
41,Travel_Rarely,Human Resources,Human Resources,B,Male,B,D,D,Divorced,19141,No,23,B,21,6,12,6,10,No
60,Travel_Rarely,Sales,Marketing,A,Male,C,B,A,Single,5405,No,10,C,2,2,2,2,16,No
27,Travel_Frequently,Research & Development,Life Sciences,D,Male,C,C,A,Divorced,8793,No,9,B,9,7,1,7,10,No
41,Travel_Rarely,Human Resources,Human Resources,D,Male,B,D,C,Married,19189,No,22,C,22,7,2,10,1,No
50,Travel_Rarely,Sales,Marketing,D,Male,C,A,B,Married,3875,No,4,C,2,2,2,2,8,No
28,Travel_Rarely,Research & Development,Life Sciences,A,Female,A,A,B,Single,2216,Yes,10,C,7,7,3,7,1,Yes
36,Non-Travel,Research & Development,Life Sciences,A,Female,D,C,A,Married,11713,No,10,C,8,7,0,5,8,No
38,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,C,C,Single,7861,Yes,10,D,1,0,0,0,1,No
44,Non-Travel,Research & Development,Medical,A,Male,A,A,C,Single,3708,No,9,C,5,2,1,4,24,No
47,Travel_Frequently,Sales,Medical,D,Female,C,D,C,Divorced,13770,Yes,28,B,22,2,11,13,3,No
30,Travel_Rarely,Sales,Marketing,C,Male,C,B,D,Divorced,5304,No,10,B,8,7,7,7,27,No
29,Travel_Rarely,Sales,Life Sciences,C,Male,C,A,C,Single,2642,No,1,C,1,0,0,0,10,No
42,Travel_Frequently,Research & Development,Medical,C,Male,D,A,C,Divorced,2759,Yes,7,C,2,2,2,2,19,Yes
43,Travel_Frequently,Sales,Life Sciences,D,Male,B,B,D,Married,6804,No,7,C,2,2,2,2,15,No
34,Travel_Rarely,Research & Development,Medical,B,Female,C,B,C,Single,6142,No,10,C,5,1,4,3,8,No
23,Travel_Rarely,Research & Development,Medical,B,Male,C,A,A,Married,2500,No,5,D,4,3,0,2,9,No
39,Travel_Rarely,Human Resources,Human Resources,C,Female,D,B,B,Married,6389,No,12,A,8,3,3,6,3,No
56,Travel_Rarely,Research & Development,Medical,C,Male,C,D,D,Married,11103,No,30,B,10,7,1,1,9,No
40,Travel_Rarely,Research & Development,Medical,D,Female,B,A,D,Single,2342,Yes,5,B,4,2,2,3,2,No
27,Travel_Rarely,Research & Development,Medical,D,Female,B,B,A,Single,6811,No,9,A,7,6,0,7,7,No
29,Travel_Rarely,Sales,Marketing,D,Male,C,A,B,Divorced,2297,No,2,C,2,2,2,2,10,No
53,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,B,D,Single,2450,No,19,C,2,2,2,2,6,No
35,Non-Travel,Research & Development,Life Sciences,D,Female,C,B,A,Divorced,5093,No,16,D,1,0,0,0,2,No
32,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,B,D,Married,5309,No,10,C,10,8,4,7,24,No
38,Travel_Rarely,Research & Development,Medical,D,Male,C,A,C,Married,3057,Yes,6,A,1,0,0,1,2,No
34,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,B,A,Divorced,5121,No,7,C,0,0,0,0,8,No
52,Travel_Rarely,Sales,Marketing,C,Male,B,D,A,Married,16856,No,34,D,34,6,1,16,3,No
33,Travel_Rarely,Research & Development,Other,D,Male,C,A,D,Single,2686,Yes,10,B,10,9,7,8,1,Yes
25,Travel_Rarely,Sales,Medical,C,Female,C,B,D,Single,6180,No,6,B,6,5,1,4,26,No
45,Travel_Rarely,Sales,Technical Degree,B,Male,A,B,C,Single,6632,No,9,C,8,7,3,1,2,No
23,Travel_Rarely,Research & Development,Medical,A,Male,D,A,C,Single,3505,No,2,C,2,2,0,2,10,No
47,Travel_Frequently,Sales,Life Sciences,B,Female,D,B,C,Single,6397,Yes,8,C,5,4,1,3,27,Yes
34,Travel_Rarely,Sales,Other,D,Male,C,B,D,Single,6274,No,6,C,6,5,1,4,2,No
55,Travel_Rarely,Research & Development,Medical,D,Male,C,D,A,Married,19859,Yes,24,C,5,2,1,4,2,Yes
36,Non-Travel,Sales,Life Sciences,A,Male,B,C,A,Single,7587,No,10,C,10,7,0,9,8,No
52,Non-Travel,Research & Development,Medical,D,Male,C,A,D,Married,4258,No,5,C,4,3,1,2,19,No
26,Travel_Frequently,Research & Development,Life Sciences,A,Female,A,A,D,Divorced,4364,No,5,C,2,2,2,0,1,No
29,Travel_Rarely,Research & Development,Medical,B,Female,C,B,C,Married,4335,No,11,B,8,7,1,1,27,No
26,Travel_Rarely,Sales,Technical Degree,D,Male,B,B,A,Single,5326,No,6,B,4,3,1,2,8,Yes
34,Travel_Rarely,Research & Development,Life Sciences,B,Female,D,A,D,Single,3280,No,10,C,4,2,1,3,1,No
54,Travel_Rarely,Research & Development,Medical,D,Female,C,B,A,Divorced,5485,Yes,9,C,5,3,1,4,19,No
27,Travel_Frequently,Sales,Marketing,C,Male,C,B,D,Married,4342,No,5,C,4,2,1,1,8,No
37,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,A,Divorced,2782,Yes,6,B,5,3,4,3,10,No
38,Travel_Frequently,Research & Development,Life Sciences,A,Female,D,B,A,Single,5980,Yes,17,C,15,7,4,12,2,No
34,Travel_Rarely,Research & Development,Medical,C,Female,B,A,A,Single,4381,No,6,C,6,5,1,3,2,No
35,Travel_Rarely,Sales,Life Sciences,A,Female,C,A,D,Married,2572,No,3,B,3,2,0,2,8,No
30,Travel_Rarely,Research & Development,Life Sciences,D,Male,A,A,C,Married,3833,No,7,C,2,2,0,2,1,No
40,Travel_Frequently,Research & Development,Medical,C,Female,D,B,B,Married,4244,No,8,C,8,7,3,7,2,No
34,Travel_Rarely,Sales,Life Sciences,C,Female,C,B,A,Married,6500,No,6,C,3,2,1,2,8,No
42,Travel_Frequently,Research & Development,Life Sciences,B,Male,C,D,D,Divorced,18430,No,24,B,24,7,14,9,8,No
23,Travel_Rarely,Research & Development,Life Sciences,C,Male,D,A,A,Married,1601,Yes,1,C,0,0,0,0,6,Yes
24,Non-Travel,Research & Development,Life Sciences,C,Male,B,A,B,Divorced,2694,No,1,C,1,0,0,0,9,No
52,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,B,C,Married,3149,No,9,C,5,2,1,4,11,No
50,Travel_Rarely,Research & Development,Medical,C,Male,C,D,C,Married,17639,No,30,C,4,3,0,3,2,No
29,Travel_Rarely,Research & Development,Life Sciences,B,Female,B,A,A,Married,2319,Yes,1,C,1,0,0,0,1,Yes
33,Travel_Rarely,Research & Development,Medical,C,Male,C,C,C,Married,11691,No,14,D,13,9,3,7,7,No
33,Travel_Rarely,Sales,Marketing,A,Female,C,B,A,Single,5324,No,6,C,3,2,0,2,16,Yes
47,Travel_Rarely,Research & Development,Other,C,Female,C,D,D,Married,16752,Yes,26,B,26,14,3,0,2,No
36,Travel_Rarely,Research & Development,Other,C,Female,C,B,B,Married,5228,No,10,C,9,7,0,5,1,No
29,Travel_Rarely,Research & Development,Life Sciences,C,Male,D,A,C,Married,2700,No,10,C,10,7,0,7,23,No
58,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,B,Single,19246,Yes,40,C,31,15,13,8,2,Yes
35,Travel_Rarely,Research & Development,Life Sciences,D,Female,D,A,C,Single,2506,No,7,C,2,2,2,2,1,No
42,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,B,D,Married,6062,Yes,8,C,4,3,0,2,1,No
28,Travel_Rarely,Research & Development,Medical,C,Male,C,A,C,Single,4382,No,5,B,2,2,2,1,2,Yes
36,Travel_Rarely,Human Resources,Human Resources,C,Male,C,A,B,Married,2143,No,8,C,5,2,0,4,13,No
32,Travel_Rarely,Research & Development,Life Sciences,C,Female,B,B,C,Married,6162,No,14,C,14,13,6,8,4,No
40,Travel_Frequently,Research & Development,Medical,A,Male,B,B,C,Single,5094,No,10,C,1,0,0,0,16,No
30,Travel_Rarely,Research & Development,Medical,C,Female,B,B,D,Single,6877,Yes,12,B,0,0,0,0,2,No
45,Travel_Rarely,Research & Development,Life Sciences,B,Female,B,A,C,Single,2274,No,1,C,1,0,0,0,2,No
42,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,B,B,Married,4434,No,10,B,9,8,7,8,29,No
38,Travel_Frequently,Research & Development,Life Sciences,A,Male,B,B,A,Divorced,6288,No,13,B,4,3,1,2,12,No
34,Travel_Frequently,Research & Development,Life Sciences,C,Female,B,A,D,Single,2553,No,6,C,5,2,1,3,16,No
49,Travel_Rarely,Sales,Marketing,C,Female,C,C,D,Married,7654,No,9,D,9,8,7,7,11,Yes
55,Travel_Rarely,Sales,Medical,C,Male,C,B,D,Single,5160,No,12,B,9,7,7,3,2,Yes
43,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,D,A,Married,17159,No,22,C,4,1,1,0,14,No
27,Travel_Rarely,Research & Development,Technical Degree,C,Male,B,C,D,Divorced,12808,Yes,9,C,9,8,0,8,5,No
35,Travel_Rarely,Research & Development,Other,C,Male,C,C,C,Single,10221,No,17,D,8,5,1,6,7,No
28,Travel_Rarely,Sales,Marketing,B,Female,C,B,B,Married,4779,Yes,8,C,8,7,7,5,2,No
34,Travel_Rarely,Human Resources,Human Resources,C,Male,C,A,D,Married,3737,No,4,A,3,2,0,2,3,No
26,Travel_Frequently,Research & Development,Medical,C,Female,B,A,C,Married,2366,Yes,8,C,8,7,1,7,5,Yes
27,Non-Travel,Research & Development,Medical,D,Male,C,A,D,Married,1706,No,0,B,0,0,0,0,3,No
51,Travel_Rarely,Sales,Marketing,A,Female,C,D,C,Married,16307,No,29,B,20,6,4,17,26,No
44,Travel_Rarely,Research & Development,Medical,D,Male,C,B,B,Single,5933,No,10,B,5,2,2,3,4,No
25,Travel_Rarely,Research & Development,Medical,A,Male,D,A,A,Single,3424,No,6,B,4,3,0,1,2,No
33,Travel_Rarely,Sales,Medical,A,Male,D,B,A,Divorced,4037,No,9,C,9,8,0,8,1,No
35,Travel_Rarely,Research & Development,Medical,C,Female,B,A,A,Single,2559,No,6,B,6,5,1,1,27,No
36,Travel_Rarely,Sales,Life Sciences,B,Male,C,B,D,Married,6201,Yes,18,B,18,14,4,11,1,No
32,Travel_Rarely,Sales,Life Sciences,B,Male,C,B,D,Divorced,4403,No,8,B,5,2,0,3,13,No
30,Travel_Frequently,Research & Development,Life Sciences,B,Male,B,A,D,Divorced,3761,No,10,B,5,4,0,3,5,No
53,Travel_Rarely,Sales,Marketing,A,Female,B,C,D,Married,10934,Yes,35,C,5,2,0,4,7,No
45,Travel_Rarely,Sales,Marketing,D,Male,C,C,A,Divorced,10761,Yes,18,C,5,4,0,2,9,No
32,Travel_Rarely,Research & Development,Medical,C,Female,D,B,C,Married,5175,No,9,B,5,3,1,3,8,No
52,Travel_Frequently,Research & Development,Medical,C,Female,B,D,D,Married,13826,No,31,C,9,8,0,0,25,No
37,Travel_Rarely,Sales,Marketing,D,Male,B,B,C,Divorced,6334,No,9,C,1,0,0,0,16,No
28,Travel_Rarely,Human Resources,Medical,B,Male,B,A,D,Divorced,4936,No,6,C,5,1,0,4,8,No
22,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,B,D,Married,4775,No,4,A,2,2,2,2,1,No
44,Travel_Rarely,Research & Development,Life Sciences,A,Male,D,A,D,Married,2818,Yes,10,B,3,2,0,2,8,No
42,Travel_Frequently,Research & Development,Medical,B,Male,C,A,D,Single,2515,Yes,8,C,2,1,2,2,2,No
36,Travel_Rarely,Human Resources,Life Sciences,A,Male,B,A,A,Married,2342,No,6,C,5,4,0,3,8,No
25,Travel_Rarely,Sales,Other,C,Male,C,B,A,Married,4194,Yes,5,C,5,3,0,3,3,No
35,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,C,C,Married,10685,Yes,17,C,17,14,5,15,9,No
35,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,A,B,Divorced,2022,Yes,10,B,10,2,7,8,25,Yes
32,Non-Travel,Research & Development,Life Sciences,D,Male,C,A,D,Divorced,2314,No,4,C,3,0,0,2,1,No
25,Travel_Rarely,Sales,Marketing,C,Male,B,B,A,Married,4256,No,5,D,5,2,0,3,4,No
49,Travel_Rarely,Research & Development,Technical Degree,C,Female,C,A,A,Married,3580,No,7,C,4,2,0,2,1,No
24,Non-Travel,Research & Development,Life Sciences,A,Male,B,A,D,Married,3162,No,6,B,5,2,3,4,4,No
32,Travel_Frequently,Sales,Life Sciences,B,Male,C,B,B,Married,6524,No,10,C,10,8,5,3,5,No
38,Travel_Rarely,Sales,Marketing,B,Male,B,A,B,Married,2899,No,3,C,2,2,1,2,9,No
42,Travel_Rarely,Research & Development,Life Sciences,C,Female,D,B,D,Married,5231,Yes,17,B,5,3,1,3,3,No
31,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,A,D,Married,2356,Yes,8,C,6,4,0,2,11,No
29,Travel_Rarely,Sales,Medical,B,Female,B,A,C,Divorced,2800,Yes,5,C,3,2,0,2,1,Yes
53,Travel_Rarely,Sales,Marketing,A,Male,C,D,D,Married,11836,No,28,C,2,0,2,2,8,No
35,Travel_Rarely,Research & Development,Technical Degree,D,Male,B,C,B,Married,10903,No,16,C,13,10,4,8,25,No
37,Travel_Frequently,Sales,Medical,C,Female,C,A,D,Married,2973,No,10,C,5,4,0,0,21,No
53,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,D,D,Single,14275,No,33,C,12,9,3,8,23,No
43,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,B,D,Married,5562,No,12,B,5,2,2,2,1,No
47,Travel_Rarely,Sales,Marketing,C,Female,C,B,D,Married,4537,Yes,8,C,7,6,7,7,2,No
37,Non-Travel,Sales,Medical,A,Male,C,C,B,Single,7642,Yes,10,C,10,0,0,9,19,No
50,Non-Travel,Research & Development,Life Sciences,A,Male,C,D,A,Divorced,17924,No,31,C,31,6,14,7,2,No
39,Travel_Rarely,Human Resources,Life Sciences,D,Female,B,B,D,Married,5204,No,13,C,5,4,0,4,2,No
33,Travel_Rarely,Human Resources,Human Resources,D,Male,C,A,B,Divorced,2277,Yes,7,D,4,3,0,3,3,No
32,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,D,Single,2795,Yes,1,A,1,0,0,1,25,Yes
29,Travel_Rarely,Research & Development,Medical,A,Female,B,A,D,Divorced,2532,No,8,C,4,3,0,3,7,No
44,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,A,A,Married,2559,Yes,8,C,8,7,7,1,9,No
28,Travel_Rarely,Sales,Medical,A,Male,C,B,D,Single,4908,No,4,C,4,2,0,2,5,No
58,Travel_Frequently,Research & Development,Life Sciences,D,Male,B,A,D,Divorced,2380,Yes,3,B,1,0,0,0,2,Yes
43,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,B,B,Divorced,4765,No,4,D,1,0,0,0,8,No
20,Travel_Rarely,Sales,Medical,C,Female,B,A,C,Single,2044,No,2,B,2,2,0,2,2,Yes
21,Travel_Rarely,Research & Development,Other,D,Female,C,A,D,Single,2693,No,1,B,1,0,0,0,18,Yes
36,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,D,Married,6586,Yes,17,B,16,8,4,11,14,No
47,Travel_Rarely,Sales,Life Sciences,D,Female,B,A,D,Single,3294,Yes,3,B,3,2,1,2,2,No
22,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,B,C,Married,4171,Yes,4,D,3,2,0,2,3,Yes
41,Travel_Rarely,Research & Development,Life Sciences,B,Female,A,A,D,Divorced,2778,Yes,10,B,7,7,1,0,2,Yes
28,Travel_Rarely,Research & Development,Medical,C,Female,C,A,C,Divorced,2377,No,6,C,2,2,2,2,9,No
39,Travel_Rarely,Research & Development,Medical,D,Male,C,A,A,Married,2404,Yes,8,A,2,2,2,2,6,Yes
27,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,A,C,Single,2318,No,1,C,1,1,0,0,4,No
34,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,A,B,Divorced,2008,No,1,C,1,0,1,0,10,No
42,Travel_Rarely,Sales,Medical,C,Female,B,B,C,Single,6244,No,10,C,5,4,0,3,14,No
33,Travel_Rarely,Research & Development,Other,C,Male,B,A,A,Single,2799,Yes,6,C,3,2,0,2,1,No
58,Travel_Rarely,Research & Development,Technical Degree,C,Female,B,C,B,Divorced,10552,Yes,24,C,6,0,0,4,5,No
31,Travel_Rarely,Sales,Life Sciences,B,Male,B,A,C,Married,2329,No,13,D,7,7,5,2,7,No
35,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,B,D,Married,4014,Yes,10,A,10,6,0,7,21,No
49,Travel_Rarely,Research & Development,Other,A,Female,C,C,B,Married,7403,No,29,B,26,9,1,7,8,No
48,Travel_Rarely,Research & Development,Medical,D,Male,C,A,C,Married,2259,No,13,B,0,0,0,0,20,No
31,Non-Travel,Sales,Marketing,D,Female,C,B,C,Married,6932,No,9,B,9,8,0,0,20,No
36,Travel_Rarely,Research & Development,Other,B,Male,C,A,D,Single,4678,No,8,C,6,2,0,1,7,No
38,Travel_Rarely,Research & Development,Technical Degree,D,Female,C,C,A,Married,13582,No,15,C,15,12,5,11,1,No
32,Non-Travel,Research & Development,Life Sciences,C,Female,B,A,B,Married,2332,No,5,C,3,0,0,2,1,No
25,Travel_Rarely,Sales,Marketing,C,Male,B,A,B,Married,2413,Yes,1,C,1,0,0,0,19,Yes
40,Travel_Rarely,Sales,Marketing,A,Male,B,C,B,Divorced,9705,No,11,B,1,0,0,0,10,No
26,Travel_Frequently,Sales,Medical,C,Male,B,B,A,Single,4294,No,7,C,7,7,0,7,1,No
41,Travel_Rarely,Research & Development,Medical,D,Male,C,A,A,Single,4721,Yes,20,C,18,13,2,17,6,No
36,Travel_Rarely,Research & Development,Medical,C,Male,C,A,C,Single,2519,No,16,C,11,8,3,9,2,No
19,Travel_Rarely,Sales,Other,D,Male,B,A,B,Single,2121,Yes,1,D,1,0,0,0,21,Yes
20,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,A,A,Single,2973,No,1,C,1,0,0,0,4,Yes
31,Travel_Rarely,Research & Development,Medical,D,Female,C,B,D,Married,5855,Yes,10,A,9,7,8,5,12,No
40,Travel_Frequently,Research & Development,Medical,D,Male,C,A,B,Divorced,3617,Yes,3,C,1,1,0,0,9,No
32,Travel_Rarely,Research & Development,Medical,C,Female,C,B,A,Married,6725,No,8,D,8,7,6,3,3,No
36,Travel_Rarely,Sales,Life Sciences,C,Male,B,C,D,Married,10325,Yes,16,C,16,7,3,7,3,Yes
33,Travel_Rarely,Research & Development,Life Sciences,B,Female,B,B,D,Single,6949,No,6,C,5,0,1,4,1,No
37,Travel_Rarely,Sales,Life Sciences,A,Male,B,C,C,Married,10609,No,17,A,14,1,11,7,1,Yes
45,Non-Travel,Research & Development,Life Sciences,C,Male,C,B,B,Married,4447,No,9,B,9,7,0,8,4,No
29,Travel_Frequently,Sales,Technical Degree,C,Female,C,A,D,Married,2157,No,3,C,3,1,0,2,20,No
35,Travel_Rarely,Sales,Medical,C,Female,C,B,C,Married,4601,No,5,C,5,2,1,0,18,No
52,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,D,Married,17099,No,26,B,9,8,7,8,1,No
58,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,A,C,Single,2479,No,7,C,1,0,0,0,2,Yes
53,Travel_Rarely,Sales,Medical,C,Male,C,D,C,Divorced,14852,No,22,D,17,13,15,2,2,No
30,Travel_Rarely,Sales,Other,C,Male,C,C,C,Divorced,7264,No,10,D,8,4,7,7,8,No
38,Non-Travel,Sales,Technical Degree,C,Female,C,B,D,Single,5666,Yes,6,C,5,3,1,3,10,No
35,Travel_Rarely,Sales,Life Sciences,D,Male,C,C,D,Divorced,7823,No,12,C,10,9,0,8,3,No
39,Travel_Rarely,Sales,Life Sciences,A,Male,D,C,C,Single,7880,No,9,C,8,7,0,7,2,No
40,Non-Travel,Sales,Life Sciences,B,Female,D,D,B,Single,13194,Yes,22,B,1,0,0,0,24,Yes
47,Travel_Frequently,Research & Development,Medical,C,Male,D,B,C,Divorced,5067,Yes,20,D,19,10,2,7,16,No
36,Non-Travel,Sales,Technical Degree,A,Male,C,B,D,Divorced,5079,No,12,C,7,7,0,7,8,No
31,Non-Travel,Research & Development,Medical,C,Male,B,A,A,Single,2321,Yes,4,C,3,2,1,2,9,Yes
33,Non-Travel,Sales,Life Sciences,D,Male,C,D,C,Single,17444,No,10,C,10,8,6,0,17,No
